2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,530,116,582,146,0
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,442,117,480,146,0
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,479,117,530,146,0
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,588,162,655,195,1
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,502,163,586,199,1
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,453,164,502,197,1
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,509,200,582,229,2
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,585,201,615,227,2
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,500,230,573,263,3
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,626,232,653,258,3
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,575,233,628,260,3
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,639,259,699,289,4
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,485,262,516,290,4
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,572,267,601,293,4
2021-09-14T09:00:38.838418_cmsq_front_2686.jpg,194,428,262,449,5
