2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,458,110,512,141,0
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,510,110,564,140,0
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,421,112,458,142,0
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,431,155,519,194,1
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,523,161,590,194,1
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,590,161,635,193,1
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,570,200,600,228,2
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,489,201,566,230,2
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,560,235,613,265,3
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,483,236,561,269,3
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,612,236,639,260,3
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,628,265,688,295,4
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,473,271,503,299,4
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,559,273,580,300,4
2021-09-14T08:47:11.085183_cmsq_front_5161.jpg,165,454,237,480,5
