2021-09-14T08:55:28.385265_cmsq_front_251.jpg,518,119,573,150,0
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,425,120,464,151,0
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,464,120,517,150,0
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,583,168,673,203,1
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,417,170,507,207,1
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,506,171,582,201,1
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,563,209,593,240,2
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,509,210,559,242,2
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,574,243,658,272,3
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,660,242,697,277,3
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,441,241,515,272,3
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,518,242,570,275,3
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,643,277,702,300,4
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,565,278,594,300,4
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,468,281,495,301,4
2021-09-14T08:55:28.385265_cmsq_front_251.jpg,169,446,238,468,5
