2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,431,114,469,144,0
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,469,114,524,145,0
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,523,114,578,145,0
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,410,155,539,194,1
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,541,164,607,197,1
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,608,164,683,196,1
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,486,203,589,238,2
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,594,203,624,231,2
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,488,235,568,269,3
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,570,236,628,265,3
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,624,237,652,262,3
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,637,265,699,297,4
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,475,266,508,296,4
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,564,269,594,296,4
2021-09-14T08:59:38.150055_cmsq_front_1379.jpg,171,443,257,460,5
