2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,478,100,540,138,0
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,539,101,598,134,0
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,440,103,476,135,0
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,422,147,553,182,1
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,554,150,618,185,1
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,620,150,694,181,1
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,502,183,581,220,2
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,582,189,620,220,2
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,532,226,618,260,3
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,620,226,720,257,3
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,446,227,528,259,3
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,642,257,704,285,4
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,563,261,596,291,4
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,468,262,498,290,4
2021-09-14T08:39:51.239275_cmsq_front_3649.jpg,182,436,264,466,5
