2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,448,122,491,154,0
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,490,122,549,155,0
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,547,122,604,154,0
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,606,168,681,201,1
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,451,169,542,206,1
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,542,169,607,202,1
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,507,208,574,240,2
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,577,208,616,241,2
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,506,243,567,277,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,571,243,645,275,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,419,244,465,280,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,464,244,507,273,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,647,244,694,274,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,696,244,758,274,3
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,643,272,697,301,4
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,482,276,514,305,4
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,571,281,597,304,4
2021-09-14T09:05:34.578516_cmsq_front_5985.jpg,205,447,280,469,5
