2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,419,103,458,134,0
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,458,104,512,135,0
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,512,106,565,136,0
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,402,153,533,189,1
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,534,156,602,188,1
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,601,157,663,194,1
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,494,195,555,232,2
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,560,197,596,230,2
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,641,227,690,264,3
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,495,228,554,260,3
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,592,228,639,256,3
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,430,229,495,261,3
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,555,230,593,258,3
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,560,261,595,290,4
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,462,262,495,292,4
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,639,263,698,289,4
2021-09-14T08:38:41.907673_cmsq_front_4802.jpg,123,475,204,499,5
