2021-09-14T08:34:50.297038_cmsq_front_421.jpg,485,110,537,141,0
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,438,111,488,141,0
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,402,113,438,142,0
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,548,153,627,185,1
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,453,156,549,189,1
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,399,159,451,191,1
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,469,193,548,224,2
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,545,193,575,219,2
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,591,222,614,251,3
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,541,223,587,253,3
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,463,224,532,255,3
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,612,253,672,281,4
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,447,257,479,286,4
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,533,258,564,284,4
2021-09-14T08:34:50.297038_cmsq_front_421.jpg,161,435,225,457,5
