2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,485,130,540,161,0
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,445,130,484,161,1
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,541,130,598,161,1
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,521,173,626,208,1
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,625,173,692,206,1
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,431,174,519,208,2
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,507,210,572,243,2
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,574,211,613,241,2
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,508,241,584,277,3
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,588,247,638,275,3
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,641,249,665,276,3
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,472,273,503,300,4
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,564,275,594,300,4
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,645,277,701,303,4
2021-09-14T08:53:47.061361_cmsq_front_3681.jpg,195,440,272,464,5
