2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,552,119,608,150,0
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,454,120,497,149,0
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,497,120,551,150,0
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,534,167,635,202,1
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,633,167,683,201,1
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,460,169,532,202,1
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,517,205,597,234,2
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,597,206,628,233,2
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,415,240,517,273,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,521,240,555,268,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,554,241,624,273,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,627,241,680,272,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,684,243,758,274,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,759,241,777,274,3
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,652,276,706,297,4
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,488,273,520,300,4
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,579,274,607,297,4
2021-09-14T08:47:00.673927_cmsq_front_1392.jpg,209,440,287,464,5
