2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,470,85,527,117,0
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,526,86,580,116,0
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,431,87,471,117,0
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,602,138,650,170,1
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,520,139,600,171,1
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,451,141,520,173,1
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,505,180,569,217,2
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,572,180,610,215,2
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,541,214,608,250,3
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,613,214,704,248,3
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,443,216,488,252,3
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,491,216,538,253,3
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,478,256,514,286,4
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,574,254,597,283,4
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,645,252,708,280,4
2021-09-14T09:04:42.022659_cmsq_front_4073.jpg,170,434,241,457,5
