2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,426,109,463,140,0
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,515,109,569,141,0
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,463,110,516,140,0
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,452,163,498,197,1
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,497,163,561,195,1
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,561,163,623,199,1
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,494,204,554,238,2
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,558,204,594,238,2
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,477,236,549,268,3
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,551,236,622,268,3
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,626,240,648,266,3
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,627,267,685,298,4
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,466,269,497,296,4
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,560,274,583,300,4
2021-09-14T08:43:03.146070_cmsq_front_1623.jpg,173,438,241,460,5
